,URL,Category,RawCategory,MatchCategory,""""
292,www.viator.com/Dublin-tours/Seasonal-and-Special-Occasions/d503-tag21916,Seasonal & Special Occasions,/Dublin-tours/Seasonal-and-Special-Occasions/d503-tag21916,Seasonal-and-Special-Occasions,"""www.viator.com/Dublin-tours/Seasonal-and-Special-Occasions/d503-tag21916"""
293,www.viator.com/Dublin-tours/Sightseeing-Tickets-and-Passes/d503-g8,Tickets & Passes,/Dublin-tours/Sightseeing-Tickets-and-Passes/d503-g8,Sightseeing-Tickets-and-Passes,"""www.viator.com/Dublin-tours/Sightseeing-Tickets-and-Passes/d503-g8"""
296,www.viator.com/Dublin-tours/Unique-Experiences/d503-g50127-c50128,Unique Experiences,/Dublin-tours/Unique-Experiences/d503-g50127-c50128,Unique-Experiences,"""www.viator.com/Dublin-tours/Unique-Experiences/d503-g50127-c50128"""
308,www.viator.com/Dubrovnik/d904-ttd,Global,/Global/Global,Global,"""www.viator.com/Dubrovnik/d904-ttd"""
309,www.viator.com/Dubrovnik-tours/Cruises-Sailing-and-Water-Tours/d904-g3,Cruises & Sailing,/Dubrovnik-tours/Cruises-Sailing-and-Water-Tours/d904-g3,Cruises-Sailing-and-Water-Tours,"""www.viator.com/Dubrovnik-tours/Cruises-Sailing-and-Water-Tours/d904-g3"""
310,www.viator.com/Dubrovnik-tours/Day-Trips/d904-g5-c15,Day Trips,/Dubrovnik-tours/Day-Trips/d904-g5-c15,Day-Trips,"""www.viator.com/Dubrovnik-tours/Day-Trips/d904-g5-c15"""
311,www.viator.com/Dubrovnik-tours/Walking-Tours/d904-g16-c56,Walking Tours,/Dubrovnik-tours/Walking-Tours/d904-g16-c56,Walking-Tours,"""www.viator.com/Dubrovnik-tours/Walking-Tours/d904-g16-c56"""
312,www.viator.com/Dubrovnik-tours/Kayaking-and-Canoeing/d904-g17-c57,Kayaking Tours,/Dubrovnik-tours/Kayaking-and-Canoeing/d904-g17-c57,Kayaking-and-Canoeing,"""www.viator.com/Dubrovnik-tours/Kayaking-and-Canoeing/d904-g17-c57"""
313,www.viator.com/Dubrovnik-tours/Historical-and-Heritage-Tours/d904-g4-c12,Historical Tours,/Dubrovnik-tours/Historical-and-Heritage-Tours/d904-g4-c12,Historical-and-Heritage-Tours,"""www.viator.com/Dubrovnik-tours/Historical-and-Heritage-Tours/d904-g4-c12"""
314,www.viator.com/Dubrovnik-tours/Port-Transfers/d904-g24-c4032,Shore Excursions,/Dubrovnik-tours/Port-Transfers/d904-g24-c4032,Port-Transfers,"""www.viator.com/Dubrovnik-tours/Port-Transfers/d904-g24-c4032"""
315,www.viator.com/Dubrovnik-tours/Half-day-Tours/d904-g12-c95,Half-day Tours,/Dubrovnik-tours/Half-day-Tours/d904-g12-c95,Half-day-Tours,"""www.viator.com/Dubrovnik-tours/Half-day-Tours/d904-g12-c95"""
316,www.viator.com/Dubrovnik-tours/Bus-and-Minivan-Tours/d904-g12-c98,Bus Tours,/Dubrovnik-tours/Bus-and-Minivan-Tours/d904-g12-c98,Bus-and-Minivan-Tours,"""www.viator.com/Dubrovnik-tours/Bus-and-Minivan-Tours/d904-g12-c98"""
317,www.viator.com/Dubrovnik-tours/Water-Tours/d904-g3-c40295,Water Tours,/Dubrovnik-tours/Water-Tours/d904-g3-c40295,Water-Tours,"""www.viator.com/Dubrovnik-tours/Water-Tours/d904-g3-c40295"""
318,www.viator.com/Dubrovnik-tours/Private-Sightseeing-Tours/d904-g26-c116,Private Sightseeing Tours,/Dubrovnik-tours/Private-Sightseeing-Tours/d904-g26-c116,Private-Sightseeing-Tours,"""www.viator.com/Dubrovnik-tours/Private-Sightseeing-Tours/d904-g26-c116"""
319,www.viator.com/Dubrovnik-tours/Full-day-Tours/d904-g12-c94,Full-day Tours,/Dubrovnik-tours/Full-day-Tours/d904-g12-c94,Full-day-Tours,"""www.viator.com/Dubrovnik-tours/Full-day-Tours/d904-g12-c94"""
320,www.viator.com/Dubrovnik-tours/Water-Sports/d904-g17,On the Water,/Dubrovnik-tours/Water-Sports/d904-g17,Water-Sports,"""www.viator.com/Dubrovnik-tours/Water-Sports/d904-g17"""
321,www.viator.com/Dubrovnik-tours/Sightseeing/d904-tag21725,Sightseeing Tours,/Dubrovnik-tours/Sightseeing/d904-tag21725,Sightseeing,"""www.viator.com/Dubrovnik-tours/Sightseeing/d904-tag21725"""
322,www.viator.com/Dubrovnik-tours/Wine-Tasting-and-Winery-Tours/d904-g6-c21,Wine Tastings,/Dubrovnik-tours/Wine-Tasting-and-Winery-Tours/d904-g6-c21,Wine-Tasting-and-Winery-Tours,"""www.viator.com/Dubrovnik-tours/Wine-Tasting-and-Winery-Tours/d904-g6-c21"""
323,www.viator.com/Dubrovnik-tours/Ports-of-Call-Tours/d904-g24-c89,Ports of Call Tours,/Dubrovnik-tours/Ports-of-Call-Tours/d904-g24-c89,Ports-of-Call-Tours,"""www.viator.com/Dubrovnik-tours/Ports-of-Call-Tours/d904-g24-c89"""
324,www.viator.com/Dubrovnik-tours/Airport-and-Ground-Transfers/d904-g15-c52,Airport & Hotel Transfers,/Dubrovnik-tours/Airport-and-Ground-Transfers/d904-g15-c52,Airport-and-Ground-Transfers,"""www.viator.com/Dubrovnik-tours/Airport-and-Ground-Transfers/d904-g15-c52"""
325,www.viator.com/Dubrovnik-tours/Sailing-Trips/d904-g3-c10,Sailing,/Dubrovnik-tours/Sailing-Trips/d904-g3-c10,Sailing-Trips,"""www.viator.com/Dubrovnik-tours/Sailing-Trips/d904-g3-c10"""
326,www.viator.com/Dubrovnik-tours/Day-Cruises/d904-g3-c7,Day Cruises,/Dubrovnik-tours/Day-Cruises/d904-g3-c7,Day-Cruises,"""www.viator.com/Dubrovnik-tours/Day-Cruises/d904-g3-c7"""
327,www.viator.com/Dubrovnik-tours/Private-Drivers/d904-g15-c32762,Private Drivers,/Dubrovnik-tours/Private-Drivers/d904-g15-c32762,Private-Drivers,"""www.viator.com/Dubrovnik-tours/Private-Drivers/d904-g15-c32762"""
328,www.viator.com/Dubrovnik-tours/City-Tours/d904-g12-c5330,City Tours,/Dubrovnik-tours/City-Tours/d904-g12-c5330,City-Tours,"""www.viator.com/Dubrovnik-tours/City-Tours/d904-g12-c5330"""
329,www.viator.com/Dubrovnik-tours/Cultural-Tours/d904-g4-c11,Cultural Tours,/Dubrovnik-tours/Cultural-Tours/d904-g4-c11,Cultural-Tours,"""www.viator.com/Dubrovnik-tours/Cultural-Tours/d904-g4-c11"""
331,www.viator.com/Dubrovnik-tours/Art-and-Culture/d904-tag21910,Art & Culture,/Dubrovnik-tours/Art-and-Culture/d904-tag21910,Art-and-Culture,"""www.viator.com/Dubrovnik-tours/Art-and-Culture/d904-tag21910"""
332,www.viator.com/Dubrovnik-tours/Classes-and-Workshops/d904-g26051,Classes & Workshops,/Dubrovnik-tours/Classes-and-Workshops/d904-g26051,Classes-and-Workshops,"""www.viator.com/Dubrovnik-tours/Classes-and-Workshops/d904-g26051"""
333,www.viator.com/Dubrovnik-tours/Food-Wine-and-Nightlife/d904-g6,Food & Drink,/Dubrovnik-tours/Food-Wine-and-Nightlife/d904-g6,Food-Wine-and-Nightlife,"""www.viator.com/Dubrovnik-tours/Food-Wine-and-Nightlife/d904-g6"""
334,www.viator.com/Dubrovnik-tours/LTSO-Viator-Market-Driven-Merchandising/d904-tag22083,Likely To Sell Out,/Dubrovnik-tours/LTSO-Viator-Market-Driven-Merchandising/d904-tag22083,LTSO-Viator-Market-Driven-Merchandising,"""www.viator.com/Dubrovnik-tours/LTSO-Viator-Market-Driven-Merchandising/d904-tag22083"""
335,www.viator.com/Dubrovnik-tours/Outdoor-Activities/d904-g9,Outdoor Activities,/Dubrovnik-tours/Outdoor-Activities/d904-g9,Outdoor-Activities,"""www.viator.com/Dubrovnik-tours/Outdoor-Activities/d904-g9"""
336,www.viator.com/Dubrovnik-tours/Seasonal-and-Special-Occasions/d904-tag21916,Seasonal & Special Occasions,/Dubrovnik-tours/Seasonal-and-Special-Occasions/d904-tag21916,Seasonal-and-Special-Occasions,"""www.viator.com/Dubrovnik-tours/Seasonal-and-Special-Occasions/d904-tag21916"""
337,www.viator.com/Dubrovnik-tours/Sightseeing-Tickets-and-Passes/d904-g8,Tickets & Passes,/Dubrovnik-tours/Sightseeing-Tickets-and-Passes/d904-g8,Sightseeing-Tickets-and-Passes,"""www.viator.com/Dubrovnik-tours/Sightseeing-Tickets-and-Passes/d904-g8"""
338,www.viator.com/Dubrovnik-tours/Tours-and-Sightseeing/d904-g12,"Tours, Sightseeing & Cruises",/Dubrovnik-tours/Tours-and-Sightseeing/d904-g12,Tours-and-Sightseeing,"""www.viator.com/Dubrovnik-tours/Tours-and-Sightseeing/d904-g12"""
339,www.viator.com/Dubrovnik-tours/Transfers-and-Ground-Transport/d904-g15,Travel & Transportation Services,/Dubrovnik-tours/Transfers-and-Ground-Transport/d904-g15,Transfers-and-Ground-Transport,"""www.viator.com/Dubrovnik-tours/Transfers-and-Ground-Transport/d904-g15"""
340,www.viator.com/Dubrovnik-tours/Unique-Experiences/d904-g50127-c50128,Unique Experiences,/Dubrovnik-tours/Unique-Experiences/d904-g50127-c50128,Unique-Experiences,"""www.viator.com/Dubrovnik-tours/Unique-Experiences/d904-g50127-c50128"""
352,www.viator.com/Edinburgh/d739-ttd,Global,/Global/Global,Global,"""www.viator.com/Edinburgh/d739-ttd"""
353,www.viator.com/Edinburgh-tours/Bus-and-Minivan-Tours/d739-g12-c98,Bus Tours,/Edinburgh-tours/Bus-and-Minivan-Tours/d739-g12-c98,Bus-and-Minivan-Tours,"""www.viator.com/Edinburgh-tours/Bus-and-Minivan-Tours/d739-g12-c98"""
354,www.viator.com/Edinburgh-tours/Private-Sightseeing-Tours/d739-g26-c116,Private Sightseeing Tours,/Edinburgh-tours/Private-Sightseeing-Tours/d739-g26-c116,Private-Sightseeing-Tours,"""www.viator.com/Edinburgh-tours/Private-Sightseeing-Tours/d739-g26-c116"""
355,www.viator.com/Edinburgh-tours/Walking-Tours/d739-g16-c56,Walking Tours,/Edinburgh-tours/Walking-Tours/d739-g16-c56,Walking-Tours,"""www.viator.com/Edinburgh-tours/Walking-Tours/d739-g16-c56"""
356,www.viator.com/Edinburgh-tours/Day-Trips/d739-g5-c15,Day Trips,/Edinburgh-tours/Day-Trips/d739-g5-c15,Day-Trips,"""www.viator.com/Edinburgh-tours/Day-Trips/d739-g5-c15"""
357,www.viator.com/Edinburgh-tours/City-Tours/d739-g12-c5330,City Tours,/Edinburgh-tours/City-Tours/d739-g12-c5330,City-Tours,"""www.viator.com/Edinburgh-tours/City-Tours/d739-g12-c5330"""
358,www.viator.com/Edinburgh-tours/Full-day-Tours/d739-g12-c94,Full-day Tours,/Edinburgh-tours/Full-day-Tours/d739-g12-c94,Full-day-Tours,"""www.viator.com/Edinburgh-tours/Full-day-Tours/d739-g12-c94"""
359,www.viator.com/Edinburgh-tours/Ghost-and-Vampire-Tours/d739-g4-c118,Ghost Tours,/Edinburgh-tours/Ghost-and-Vampire-Tours/d739-g4-c118,Ghost-and-Vampire-Tours,"""www.viator.com/Edinburgh-tours/Ghost-and-Vampire-Tours/d739-g4-c118"""
360,www.viator.com/Edinburgh-tours/Half-day-Tours/d739-g12-c95,Half-day Tours,/Edinburgh-tours/Half-day-Tours/d739-g12-c95,Half-day-Tours,"""www.viator.com/Edinburgh-tours/Half-day-Tours/d739-g12-c95"""
361,www.viator.com/Edinburgh-tours/Historical-and-Heritage-Tours/d739-g4-c12,Historical Tours,/Edinburgh-tours/Historical-and-Heritage-Tours/d739-g4-c12,Historical-and-Heritage-Tours,"""www.viator.com/Edinburgh-tours/Historical-and-Heritage-Tours/d739-g4-c12"""
362,www.viator.com/Edinburgh-tours/Multi-day-Tours/d739-g20-c85,Multi-day Tours,/Edinburgh-tours/Multi-day-Tours/d739-g20-c85,Multi-day-Tours,"""www.viator.com/Edinburgh-tours/Multi-day-Tours/d739-g20-c85"""
363,www.viator.com/Edinburgh-tours/Sightseeing/d739-tag21725,Sightseeing Tours,/Edinburgh-tours/Sightseeing/d739-tag21725,Sightseeing,"""www.viator.com/Edinburgh-tours/Sightseeing/d739-tag21725"""
364,www.viator.com/Edinburgh-tours/Cultural-Tours/d739-g4-c11,Cultural Tours,/Edinburgh-tours/Cultural-Tours/d739-g4-c11,Cultural-Tours,"""www.viator.com/Edinburgh-tours/Cultural-Tours/d739-g4-c11"""
365,www.viator.com/Edinburgh-tours/Hop-on-Hop-off-Tours/d739-g12-c97,Hop on Hop Off Buses,/Edinburgh-tours/Hop-on-Hop-off-Tours/d739-g12-c97,Hop-on-Hop-off-Tours,"""www.viator.com/Edinburgh-tours/Hop-on-Hop-off-Tours/d739-g12-c97"""
366,www.viator.com/Edinburgh-tours/Cruises-Sailing-and-Water-Tours/d739-g3,Cruises & Sailing,/Edinburgh-tours/Cruises-Sailing-and-Water-Tours/d739-g3,Cruises-Sailing-and-Water-Tours,"""www.viator.com/Edinburgh-tours/Cruises-Sailing-and-Water-Tours/d739-g3"""
367,www.viator.com/Edinburgh-tours/Luxury-Tours/d739-g25-c113,Private and Luxury,/Edinburgh-tours/Luxury-Tours/d739-g25-c113,Luxury-Tours,"""www.viator.com/Edinburgh-tours/Luxury-Tours/d739-g25-c113"""
368,www.viator.com/Edinburgh-tours/Port-Transfers/d739-g24-c4032,Shore Excursions,/Edinburgh-tours/Port-Transfers/d739-g24-c4032,Port-Transfers,"""www.viator.com/Edinburgh-tours/Port-Transfers/d739-g24-c4032"""
369,www.viator.com/Edinburgh-tours/Rail-Tours/d739-g5-c17,Rail Tours,/Edinburgh-tours/Rail-Tours/d739-g5-c17,Rail-Tours,"""www.viator.com/Edinburgh-tours/Rail-Tours/d739-g5-c17"""
370,www.viator.com/Edinburgh-tours/Ports-of-Call-Tours/d739-g24-c89,Ports of Call Tours,/Edinburgh-tours/Ports-of-Call-Tours/d739-g24-c89,Ports-of-Call-Tours,"""www.viator.com/Edinburgh-tours/Ports-of-Call-Tours/d739-g24-c89"""
371,www.viator.com/Edinburgh-tours/Airport-Services/d739-g15-c54,Transportation Services,/Edinburgh-tours/Airport-Services/d739-g15-c54,Airport-Services,"""www.viator.com/Edinburgh-tours/Airport-Services/d739-g15-c54"""
372,www.viator.com/Edinburgh-tours/Bike-Tours-Product-Tours-and-Sightseeing/d739-tag21702,Bike Tours,/Edinburgh-tours/Bike-Tours-Product-Tours-and-Sightseeing/d739-tag21702,Bike-Tours-Product-Tours-and-Sightseeing,"""www.viator.com/Edinburgh-tours/Bike-Tours-Product-Tours-and-Sightseeing/d739-tag21702"""
373,www.viator.com/Edinburgh-tours/Movie-and-TV-Tours/d739-g4-c13,Movie Tours,/Edinburgh-tours/Movie-and-TV-Tours/d739-g4-c13,Movie-and-TV-Tours,"""www.viator.com/Edinburgh-tours/Movie-and-TV-Tours/d739-g4-c13"""
375,www.viator.com/Edinburgh-tours/Art-and-Culture/d739-tag21910,Art & Culture,/Edinburgh-tours/Art-and-Culture/d739-tag21910,Art-and-Culture,"""www.viator.com/Edinburgh-tours/Art-and-Culture/d739-tag21910"""
376,www.viator.com/Edinburgh-tours/Classes-and-Workshops/d739-g26051,Classes & Workshops,/Edinburgh-tours/Classes-and-Workshops/d739-g26051,Classes-and-Workshops,"""www.viator.com/Edinburgh-tours/Classes-and-Workshops/d739-g26051"""
377,www.viator.com/Edinburgh-tours/Food-Wine-and-Nightlife/d739-g6,Food & Drink,/Edinburgh-tours/Food-Wine-and-Nightlife/d739-g6,Food-Wine-and-Nightlife,"""www.viator.com/Edinburgh-tours/Food-Wine-and-Nightlife/d739-g6"""
378,www.viator.com/Edinburgh-tours/LTSO-Viator-Market-Driven-Merchandising/d739-tag22083,Likely To Sell Out,/Edinburgh-tours/LTSO-Viator-Market-Driven-Merchandising/d739-tag22083,LTSO-Viator-Market-Driven-Merchandising,"""www.viator.com/Edinburgh-tours/LTSO-Viator-Market-Driven-Merchandising/d739-tag22083"""
379,www.viator.com/Edinburgh-tours/Outdoor-Activities/d739-g9,Outdoor Activities,/Edinburgh-tours/Outdoor-Activities/d739-g9,Outdoor-Activities,"""www.viator.com/Edinburgh-tours/Outdoor-Activities/d739-g9"""
380,www.viator.com/Edinburgh-tours/Seasonal-and-Special-Occasions/d739-tag21916,Seasonal & Special Occasions,/Edinburgh-tours/Seasonal-and-Special-Occasions/d739-tag21916,Seasonal-and-Special-Occasions,"""www.viator.com/Edinburgh-tours/Seasonal-and-Special-Occasions/d739-tag21916"""
381,www.viator.com/Edinburgh-tours/Sightseeing-Tickets-and-Passes/d739-g8,Tickets & Passes,/Edinburgh-tours/Sightseeing-Tickets-and-Passes/d739-g8,Sightseeing-Tickets-and-Passes,"""www.viator.com/Edinburgh-tours/Sightseeing-Tickets-and-Passes/d739-g8"""
382,www.viator.com/Edinburgh-tours/Tours-and-Sightseeing/d739-g12,"Tours, Sightseeing & Cruises",/Edinburgh-tours/Tours-and-Sightseeing/d739-g12,Tours-and-Sightseeing,"""www.viator.com/Edinburgh-tours/Tours-and-Sightseeing/d739-g12"""
383,www.viator.com/Edinburgh-tours/Transfers-and-Ground-Transport/d739-g15,Travel & Transportation Services,/Edinburgh-tours/Transfers-and-Ground-Transport/d739-g15,Transfers-and-Ground-Transport,"""www.viator.com/Edinburgh-tours/Transfers-and-Ground-Transport/d739-g15"""
384,www.viator.com/Edinburgh-tours/Unique-Experiences/d739-g50127-c50128,Unique Experiences,/Edinburgh-tours/Unique-Experiences/d739-g50127-c50128,Unique-Experiences,"""www.viator.com/Edinburgh-tours/Unique-Experiences/d739-g50127-c50128"""
396,www.viator.com/Florence/d519-ttd,Global,/Global/Global,Global,"""www.viator.com/Florence/d519-ttd"""
397,www.viator.com/Florence-tours/Walking-Tours/d519-g16-c56,Walking Tours,/Florence-tours/Walking-Tours/d519-g16-c56,Walking-Tours,"""www.viator.com/Florence-tours/Walking-Tours/d519-g16-c56"""
398,www.viator.com/Florence-tours/Private-Sightseeing-Tours/d519-g26-c116,Private Sightseeing Tours,/Florence-tours/Private-Sightseeing-Tours/d519-g26-c116,Private-Sightseeing-Tours,"""www.viator.com/Florence-tours/Private-Sightseeing-Tours/d519-g26-c116"""
399,www.viator.com/Florence-tours/Literary-Art-and-Music-Tours/d519-g4-c14,Art Tours,/Florence-tours/Literary-Art-and-Music-Tours/d519-g4-c14,Literary-Art-and-Music-Tours,"""www.viator.com/Florence-tours/Literary-Art-and-Music-Tours/d519-g4-c14"""
400,www.viator.com/Florence-tours/Half-day-Tours/d519-g12-c95,Half-day Tours,/Florence-tours/Half-day-Tours/d519-g12-c95,Half-day-Tours,"""www.viator.com/Florence-tours/Half-day-Tours/d519-g12-c95"""
401,www.viator.com/Florence-tours/Museum-Tickets-and-Passes/d519-g8-c31,Museum Tickets & Passes,/Florence-tours/Museum-Tickets-and-Passes/d519-g8-c31,Museum-Tickets-and-Passes,"""www.viator.com/Florence-tours/Museum-Tickets-and-Passes/d519-g8-c31"""
402,www.viator.com/Florence-tours/Skip-the-Line-Tours/d519-g12-c5329,Skip the line Tickets,/Florence-tours/Skip-the-Line-Tours/d519-g12-c5329,Skip-the-Line-Tours,"""www.viator.com/Florence-tours/Skip-the-Line-Tours/d519-g12-c5329"""
403,www.viator.com/Florence-tours/Day-Trips/d519-g5-c15,Day Trips,/Florence-tours/Day-Trips/d519-g5-c15,Day-Trips,"""www.viator.com/Florence-tours/Day-Trips/d519-g5-c15"""
404,www.viator.com/Florence-tours/Cultural-Tours/d519-g4-c11,Cultural Tours,/Florence-tours/Cultural-Tours/d519-g4-c11,Cultural-Tours,"""www.viator.com/Florence-tours/Cultural-Tours/d519-g4-c11"""
405,www.viator.com/Florence-tours/Full-day-Tours/d519-g12-c94,Full-day Tours,/Florence-tours/Full-day-Tours/d519-g12-c94,Full-day-Tours,"""www.viator.com/Florence-tours/Full-day-Tours/d519-g12-c94"""
406,www.viator.com/Florence-tours/Wine-Tasting-and-Winery-Tours/d519-g6-c21,Wine Tastings,/Florence-tours/Wine-Tasting-and-Winery-Tours/d519-g6-c21,Wine-Tasting-and-Winery-Tours,"""www.viator.com/Florence-tours/Wine-Tasting-and-Winery-Tours/d519-g6-c21"""
407,www.viator.com/Florence-tours/Sightseeing/d519-tag21725,Sightseeing Tours,/Florence-tours/Sightseeing/d519-tag21725,Sightseeing,"""www.viator.com/Florence-tours/Sightseeing/d519-tag21725"""
408,www.viator.com/Florence-tours/Historical-and-Heritage-Tours/d519-g4-c12,Historical Tours,/Florence-tours/Historical-and-Heritage-Tours/d519-g4-c12,Historical-and-Heritage-Tours,"""www.viator.com/Florence-tours/Historical-and-Heritage-Tours/d519-g4-c12"""
409,www.viator.com/Florence-tours/Luxury-Tours/d519-g25-c113,Private and Luxury,/Florence-tours/Luxury-Tours/d519-g25-c113,Luxury-Tours,"""www.viator.com/Florence-tours/Luxury-Tours/d519-g25-c113"""
410,www.viator.com/Florence-tours/Cooking-Classes/d519-g6-c19,Cooking Classes,/Florence-tours/Cooking-Classes/d519-g6-c19,Cooking-Classes,"""www.viator.com/Florence-tours/Cooking-Classes/d519-g6-c19"""
411,www.viator.com/Florence-tours/Arts-and-Design/d519-tag21509,Arts & Design,/Florence-tours/Arts-and-Design/d519-tag21509,Arts-and-Design,"""www.viator.com/Florence-tours/Arts-and-Design/d519-tag21509"""
412,www.viator.com/Florence-tours/Unique-Experiences/d519-g50127-c50128,Unique Experiences,/Florence-tours/Unique-Experiences/d519-g50127-c50128,Unique-Experiences,"""www.viator.com/Florence-tours/Unique-Experiences/d519-g50127-c50128"""
413,www.viator.com/Florence-tours/Airport-and-Ground-Transfers/d519-g15-c52,Airport & Hotel Transfers,/Florence-tours/Airport-and-Ground-Transfers/d519-g15-c52,Airport-and-Ground-Transfers,"""www.viator.com/Florence-tours/Airport-and-Ground-Transfers/d519-g15-c52"""
414,www.viator.com/Florence-tours/Vespa-Scooter-and-Moped-Tours/d519-g12-c120,"Vespa, Scooter & Moped Tours",/Florence-tours/Vespa-Scooter-and-Moped-Tours/d519-g12-c120,Vespa-Scooter-and-Moped-Tours,"""www.viator.com/Florence-tours/Vespa-Scooter-and-Moped-Tours/d519-g12-c120"""
415,www.viator.com/Florence-tours/Wine-Tour-Product-Food-Wine-and-Nightlife/d519-tag21574,Wine Tours,/Florence-tours/Wine-Tour-Product-Food-Wine-and-Nightlife/d519-tag21574,Wine-Tour-Product-Food-Wine-and-Nightlife,"""www.viator.com/Florence-tours/Wine-Tour-Product-Food-Wine-and-Nightlife/d519-tag21574"""
416,www.viator.com/Florence-tours/Bus-and-Minivan-Tours/d519-g12-c98,Bus Tours,/Florence-tours/Bus-and-Minivan-Tours/d519-g12-c98,Bus-and-Minivan-Tours,"""www.viator.com/Florence-tours/Bus-and-Minivan-Tours/d519-g12-c98"""
417,www.viator.com/Florence-tours/Food-Tours-Attraction-Product-Category/d519-tag12053,Culinary Tour,/Florence-tours/Food-Tours-Attraction-Product-Category/d519-tag12053,Food-Tours-Attraction-Product-Category,"""www.viator.com/Florence-tours/Food-Tours-Attraction-Product-Category/d519-tag12053"""
419,www.viator.com/Florence-tours/Art-and-Culture/d519-tag21910,Art & Culture,/Florence-tours/Art-and-Culture/d519-tag21910,Art-and-Culture,"""www.viator.com/Florence-tours/Art-and-Culture/d519-tag21910"""
420,www.viator.com/Florence-tours/Classes-and-Workshops/d519-g26051,Classes & Workshops,/Florence-tours/Classes-and-Workshops/d519-g26051,Classes-and-Workshops,"""www.viator.com/Florence-tours/Classes-and-Workshops/d519-g26051"""
421,www.viator.com/Florence-tours/Food-Wine-and-Nightlife/d519-g6,Food & Drink,/Florence-tours/Food-Wine-and-Nightlife/d519-g6,Food-Wine-and-Nightlife,"""www.viator.com/Florence-tours/Food-Wine-and-Nightlife/d519-g6"""
422,www.viator.com/Florence-tours/LTSO-Viator-Market-Driven-Merchandising/d519-tag22083,Likely To Sell Out,/Florence-tours/LTSO-Viator-Market-Driven-Merchandising/d519-tag22083,LTSO-Viator-Market-Driven-Merchandising,"""www.viator.com/Florence-tours/LTSO-Viator-Market-Driven-Merchandising/d519-tag22083"""
423,www.viator.com/Florence-tours/Outdoor-Activities/d519-g9,Outdoor Activities,/Florence-tours/Outdoor-Activities/d519-g9,Outdoor-Activities,"""www.viator.com/Florence-tours/Outdoor-Activities/d519-g9"""
424,www.viator.com/Florence-tours/Seasonal-and-Special-Occasions/d519-tag21916,Seasonal & Special Occasions,/Florence-tours/Seasonal-and-Special-Occasions/d519-tag21916,Seasonal-and-Special-Occasions,"""www.viator.com/Florence-tours/Seasonal-and-Special-Occasions/d519-tag21916"""
425,www.viator.com/Florence-tours/Sightseeing-Tickets-and-Passes/d519-g8,Tickets & Passes,/Florence-tours/Sightseeing-Tickets-and-Passes/d519-g8,Sightseeing-Tickets-and-Passes,"""www.viator.com/Florence-tours/Sightseeing-Tickets-and-Passes/d519-g8"""
426,www.viator.com/Florence-tours/Tours-and-Sightseeing/d519-g12,"Tours, Sightseeing & Cruises",/Florence-tours/Tours-and-Sightseeing/d519-g12,Tours-and-Sightseeing,"""www.viator.com/Florence-tours/Tours-and-Sightseeing/d519-g12"""
427,www.viator.com/Florence-tours/Transfers-and-Ground-Transport/d519-g15,Travel & Transportation Services,/Florence-tours/Transfers-and-Ground-Transport/d519-g15,Transfers-and-Ground-Transport,"""www.viator.com/Florence-tours/Transfers-and-Ground-Transport/d519-g15"""
440,www.viator.com/Istanbul/d585-ttd,Global,/Global/Global,Global,"""www.viator.com/Istanbul/d585-ttd"""
441,www.viator.com/Istanbul-tours/Day-Trips/d585-g5-c15,Day Trips,/Istanbul-tours/Day-Trips/d585-g5-c15,Day-Trips,"""www.viator.com/Istanbul-tours/Day-Trips/d585-g5-c15"""
442,www.viator.com/Istanbul-tours/Private-Sightseeing-Tours/d585-g26-c116,Private Sightseeing Tours,/Istanbul-tours/Private-Sightseeing-Tours/d585-g26-c116,Private-Sightseeing-Tours,"""www.viator.com/Istanbul-tours/Private-Sightseeing-Tours/d585-g26-c116"""
443,www.viator.com/Istanbul-tours/Cruises-Sailing-and-Water-Tours/d585-g3,Cruises & Sailing,/Istanbul-tours/Cruises-Sailing-and-Water-Tours/d585-g3,Cruises-Sailing-and-Water-Tours,"""www.viator.com/Istanbul-tours/Cruises-Sailing-and-Water-Tours/d585-g3"""
444,www.viator.com/Istanbul-tours/Walking-Tours/d585-g16-c56,Walking Tours,/Istanbul-tours/Walking-Tours/d585-g16-c56,Walking-Tours,"""www.viator.com/Istanbul-tours/Walking-Tours/d585-g16-c56"""
445,www.viator.com/Istanbul-tours/Full-day-Tours/d585-g12-c94,Full-day Tours,/Istanbul-tours/Full-day-Tours/d585-g12-c94,Full-day-Tours,"""www.viator.com/Istanbul-tours/Full-day-Tours/d585-g12-c94"""
446,www.viator.com/Istanbul-tours/City-Tours/d585-g12-c5330,City Tours,/Istanbul-tours/City-Tours/d585-g12-c5330,City-Tours,"""www.viator.com/Istanbul-tours/City-Tours/d585-g12-c5330"""
447,www.viator.com/Istanbul-tours/Port-Transfers/d585-g24-c4032,Shore Excursions,/Istanbul-tours/Port-Transfers/d585-g24-c4032,Port-Transfers,"""www.viator.com/Istanbul-tours/Port-Transfers/d585-g24-c4032"""
448,www.viator.com/Istanbul-tours/Day-Cruises/d585-g3-c7,Day Cruises,/Istanbul-tours/Day-Cruises/d585-g3-c7,Day-Cruises,"""www.viator.com/Istanbul-tours/Day-Cruises/d585-g3-c7"""
449,www.viator.com/Istanbul-tours/Half-day-Tours/d585-g12-c95,Half-day Tours,/Istanbul-tours/Half-day-Tours/d585-g12-c95,Half-day-Tours,"""www.viator.com/Istanbul-tours/Half-day-Tours/d585-g12-c95"""
